订单编号,富龙实收金额,通联实扣金额
2005880000052431722415772340800833,44.44,44.44
2005880000052431722415773086862526,150,150
2005880000052431722389066142638280,108.33,108.33
2005880000052431722415773813204066,88.67,88.67
2005880000052431722415927988216854,75,75
2005880000052431722431323488814289,500,500
2005880000052431722406928812084503,500,500
2005880000052431722426540641989394,366.67,366.67
2005880000052431722428983287690809,58.33,58.33
2005880000052431722402195541852246,375,375
2005880000052431722377657486116623,250,250
2005880000052431722431729867597695,150,150
2005880000052431722365872495983575,83.33,83.33
2005880000052431722407249717053914,266.67,266.67
2005880000052431722424454361123933,100,100
2005880000052431722396454406103042,250,250
2005880000052431722427852057860115,300,300
2005880000052431722415180001715168,1141.67,141.67
B240731153634711515,641.69,641.69
2005880000052431722382220414470789,566.67,566.67
2005880000052431722397832075865591,316.67,316.67
2005880000052431722427848345000478,233.33,233.33
2005880000052431722427862338663824,233.33,233.33
2005880000052431722427874668926612,233.33,233.33
2005880000052431722380603840673149,91.67,91.67
2005880000052431722396441623053858,41.67,41.67
